Pronunciation,Syllables,Word,Frequency
K AH N,CON,PRECONCEPTION,248902
K AH N,CON,PRECONDITION,517932
K AH N,CON,RECONDITE,33492
K AH N,CON,RECONDITION,54029
K AH N,CON,RECONFIRM,107909
K AH N,CON,RECONSIDER,1457854
K AH N,CON,RECONSIDERATION,1210658
K AH N,CON,RECONVENE,193121
K AH N,CON,RECONVENED,212563
K AH N,CON,SEMICONDUCTOR,7994769
K AH N,CON,SILICON,9257759
K AH N,CON,SUPERCONDUCTIVE,34864
K AH N,CON,SUPERCONDUCTOR,269248
K AH N,CON,ULTRACONSERVATIVE,21887
K AH N,CON,UNCONCERN,24712
K AH N,CON,UNCONCERNED,190716
K AH N,CON,UNCONDITIONAL,1433458
K AH N,CON,UNCONFINED,112318
K AH N,CON,UNCONSOLIDATED,220855
K AH N,CON,UNCONTAMINATED,118994
K AH N,CON,UNCONTESTED,332437
K AH N,CON,UNCONTROLLABLE,473401
K AH N,CON,UNCONTROLLED,1136988
K AH N,CON,UNCONVENTIONAL,953052
K AH N,CON,UNCONVERTED,68387
K AH N,CON,UNCONVINCED,141784
K AH N,CON,UNCONVINCING,167332
K AH N,CON,ZIRCON,524912
K AH N,ON,BECKON,147231
K AH N,ON,RECKON,1155335
K AH N,ON,RECONCILE,1256296
K AH N,ON,RECONCILED,724666
K AH N,ON,RECONCILING,506625
K AH N,ON,UNRECONCILED,15734
K AH N,COUN,COUNTRY,188691168
K AH N,COUN,COUNTRYMAN,299047
K AH N,COUN,COUNTRYSIDE,5032517
K AH N,COUN,COUNTRYWIDE,1681124
K AH N,CUN,FECUNDITY,231425
K AH N,CUN,SECUNDA,82897
K AH N,IN,FRANKINCENSE,211877
K AH N,IN,MACINTOSH,10220501
K AH N,IN,MACKINTOSH,608350
K AH N,IN,MCINTOSH,1528560
K AH N,EN,HACKENSACK,459164
K AH N,KUN,KUN,935922
K AH N,COLN,LINCOLN,21010742
K AH N,COLN,LINCOLNSHIRE,2916799
K AH N,HEN,MACHEN,330104
K AH N,CCAN,MOROCCAN,1773599
K AH N,KIN,PEKIN,346788
K AH N,OND,SECONDARILY,169636
K AH N,OND,SECONDARY,28805149
K AH N,OND,SECONDLY,3452503
AA R,AARD,AARDVARK,629356
AA R,AR,AR,36946912
AA R,AR,ARAFAT,2013098
AA R,AR,ARAMAIC,410337
AA R,AR,ARAWAK,56922
AA R,AR,ARBITER,467969
AA R,AR,ARBITRAGE,663490
AA R,AR,ARBITRARILY,1092401
AA R,AR,ARBITRARINESS,106454
AA R,AR,ARBITRARY,6442074
AA R,AR,ARBITRATE,199202
AA R,AR,ARBITRATED,108103
AA R,AR,ARBITRATING,26423
AA R,AR,ARBITRATION,5674307
AA R,AR,ARBITRATOR,1503052
AA R,AR,ARBOR,5057261
AA R,AR,ARBOREAL,100309
AA R,AR,ARBORETUM,847088
AA R,AR,ARBOUR,212376
AA R,AR,ARBUTHNOT,102673
AA R,AR,ARCADIA,2151851
AA R,AR,ARCADIAN,162274
AA R,AR,ARCANA,397391
AA R,AR,ARCANUM,182867
AA R,AR,ARCARO,15169
AA R,AR,ARCATA,517104
AA R,AR,ARCHAEOLOGICAL,3287086
AA R,AR,ARCHAEOLOGIST,450722
AA R,AR,ARCHAEOLOGY,4760584
AA R,AR,ARCHAIC,802317
AA R,AR,ARCHEOLOGICAL,726316
AA R,AR,ARCHEOLOGY,732660
AA R,AR,ARCHERY,2882154
AA R,AR,ARCHETYPE,431193
AA R,AR,ARCHIE,1545155
AA R,AR,ARCHIMEDES,315114
AA R,AR,ARCHIPELAGO,1118546
AA R,AR,ARCHITECT,8954294
AA R,AR,ARCHITECTURAL,10225722
AA R,AR,ARCHITECTURALLY,234640
AA R,AR,ARCHITECTURE,41474428
AA R,AR,ARCHITRAVE,26686
AA R,AR,ARCHIVE,111971865
AA R,AR,ARCHIVES,89826560
AA R,AR,ARCHIVIST,1092502
AA R,AR,ARCO,890491
AA R,AR,ARDENTLY,105860
AA R,AR,ARDOR,155258
AA R,AR,ARDUOUS,472353
AA R,AR,AREQUIPA,298347
AA R,AR,ARGENTINA,16936066
AA R,AR,ARGO,637756
AA R,AR,ARGON,760267
AA R,AR,ARGONAUT,201792
AA R,AR,ARGONNE,674484
AA R,AR,ARGOSY,438107
AA R,AR,ARGUABLE,202934
AA R,AR,ARGUE,8353605
AA R,AR,ARGUED,6989831
AA R,AR,ARGUING,3084735
AA R,AR,ARGUMENT,38902162
AA R,AR,ARGUMENTATION,396002
AA R,AR,ARGUMENTATIVE,294352
AA R,AR,ARGYLE,946309
AA R,AR,ARGYLL,1059475
AA R,AR,ARI,2051728
AA R,AR,ARIA,2047712
AA R,AR,ARISTIDE,486770
AA R,AR,ARKANSAS,23135882
AA R,AR,ARLEEN,62566
AA R,AR,ARLENE,899632
AA R,AR,ARMADA,2044394
AA R,AR,ARMADILLO,393754
AA R,AR,ARMAGEDDON,1292606
AA R,AR,ARMAMENT,496826
AA R,AR,ARMAND,812274
AA R,AR,ARMENIA,7014638
AA R,AR,ARMENIAN,2794097
AA R,AR,ARMER,48949
AA R,AR,ARMING,368059
AA R,AR,ARMISTICE,265954
AA R,AR,ARMITAGE,614470
AA R,AR,ARMORED,1633124
AA R,AR,ARMORIES,56514
AA R,AR,ARMORY,767773
AA R,AR,ARMOUR,2813708
AA R,AR,ARMY,44670729
AA R,AR,ARNO,577093
AA R,AR,ARNOLD,8551232
AA R,AR,ARSENAL,4017059
AA R,AR,ARSENIC,1691840
AA R,AR,ARSENIDE,98744
AA R,AR,ARSONIST,74133
AA R,AR,ARTEMAS,28559
AA R,AR,ARTEMUS,49156
AA R,AR,ARTERIAL,2010430
AA R,AR,ARTERIES,1666760
AA R,AR,ARTERIOSCLEROSIS,279615
AA R,AR,ARTERY,3434468
AA R,AR,ARTESIAN,205119
AA R,AR,ARTHRITIC,229908
AA R,AR,ARTHRITIS,8597099
AA R,AR,ARTHROPOD,208390
AA R,AR,ARTHUR,14825384
AA R,AR,ARTHURIAN,330397
AA R,AR,ARTICHOKE,637213
AA R,AR,ARTICLE,181969355
AA R,AR,ARTICULAR,370386
AA R,AR,ARTICULATE,1767860
AA R,AR,ARTICULATED,1648485
AA R,AR,ARTICULATING,475888
AA R,AR,ARTICULATION,1302431
AA R,AR,ARTICULATORY,104216
AA R,AR,ARTIFACT,1586626
AA R,AR,ARTIFICE,396625
AA R,AR,ARTIFICIAL,10603435
AA R,AR,ARTIFICIALLY,924202
AA R,AR,ARTILLERY,2577825
AA R,AR,ARTISAN,1712683
AA R,AR,ARTISANAL,189669
AA R,AR,ARTIST,67421654
AA R,AR,ARTISTIC,7725365
AA R,AR,ARTOIS,131153
AA R,AR,ARTUR,315713
AA R,AR,ARTURO,844690
AA R,AR,ARTY,463410
AA R,AR,ARUBA,5964318
AA R,AR,ARVID,82125
AA R,AR,ARVIN,247509
AA R,AR,ARYAN,584547
AA R,AR,CARRARA,360255
AA R,AR,CAVIAR,1254529
AA R,AR,COARTICULATION,15330
AA R,AR,FARRAR,688123
AA R,AR,FERRARA,713533
AA R,AR,FERRARI,6048131
AA R,AR,HIERARCHY,6376694
AA R,AR,MATRIARCHAL,58686
AA R,AR,MATRIARCHY,49144
AA R,AR,OSTEOARTHRITIS,1117604
AA R,AR,PATRIARCHAL,431464
AA R,AR,PATRIARCHATE,154433
AA R,AR,PATRIARCHY,317393
AA R,AR,TIARA,923335
AA R,ARCH,ARCHENEMY,31190
AA R,ARCH,ARCHES,1328319
AA R,ARCH,ARCHLY,20599
AA R,ARC,ARCHING,253463
AA R,ARC,ARCTURUS,195490
AA R,ARDS,ARDSLEY,146448
AA R,ARE,ARE,2393614870
AA R,ARR,ARRIGO,85141
AA R,ART,ARTFUL,591043
AA R,ART,ARTFULLY,227933
AA R,ART,ARTISTRY,798720
AA R,AUR,AUREOLE,47319
AA R,OR,GEORGI,236829
AA R,OR,ORATORIO,197424
D V AA R K,VARK,AARDVARK,629356
HH UW S,RHUS,AARHUS,596188
EH R,AAR,AARON,11698784
EH R,AR,ACTUARIAL,1748598
EH R,AR,ACTUARIES,453950
EH R,AR,ACTUARY,583033
EH R,AR,ARAGON,616836
EH R,AR,AREA,259871557
EH R,AR,ARENDT,225731
EH R,AR,ARIADNE,419608
EH R,AR,ARIAL,2929694
EH R,AR,ARIANE,304557
EH R,AR,ARIEL,2731662
EH R,AR,ARIES,1651320
EH R,AR,ARISTOCRACY,449320
EH R,AR,ARISTOTLE,1816527
EH R,AR,ARITHMETIC,2900993
EH R,AR,ARIZONA,39283012
EH R,AR,AROMATIC,1817946
EH R,AR,ARON,635430
EH R,AR,ARUM,104652
EH R,AR,ARUNDEL,981200
EH R,AR,ARY,828151
EH R,AR,AVIARIES,75591
EH R,AR,AVIARY,296266
EH R,AR,BENEFICIARIES,3753008
EH R,AR,BENEFICIARY,3534626
EH R,AR,CONTEMPORARIES,801735
EH R,AR,CONTEMPORARY,27284246
EH R,AR,ESTUARIES,624839
EH R,AR,ESTUARY,1387115
EH R,AR,FIDUCIARIES,161738
EH R,AR,FIDUCIARY,1493249
EH R,AR,FUNERARY,157850
EH R,AR,HONORARIA,102644
EH R,AR,HONORARIUM,162654
EH R,AR,HONORARIUMS,25617
EH R,AR,HONORARY,2657255
EH R,AR,INCENDIARY,290818
EH R,AR,INTERMEDIARIES,999184
EH R,AR,INTERMEDIARY,1372814
EH R,AR,ITINERARIES,1526597
EH R,AR,ITINERARY,3168360
EH R,AR,JANUARY,310345867
EH R,AR,JUDICIARY,5043671
EH R,AR,LITERARY,12767813
EH R,AR,MORTUARY,708507
EH R,AR,OBITUARIES,7294410
EH R,AR,OBITUARY,2304274
EH R,AR,PECULIARITY,181887
EH R,AR,PECUNIARY,485145
EH R,AR,SANCTUARIES,469319
EH R,AR,SANCTUARY,4757139
EH R,AR,STATUARY,412335
EH R,AR,SUBSIDIARIES,5250152
EH R,AR,SUBSIDIARY,7192144
EH R,AR,TEMPORARIES,70560
EH R,AR,TEMPORARILY,5368112
EH R,AR,TEMPORARY,20652475
EH R,AR,TIPPERARY,729592
EH R,AR,TOPIARY,350778
EH R,AER,AERIAL,6531386
EH R,AER,AERIE,107043
EH R,AER,AERO,2940313
EH R,AER,AEROBATIC,202216
EH R,AER,AEROBATICS,135539
EH R,AER,AEROBIC,1768075
EH R,AER,AERODROME,402311
EH R,AER,AERODYNAMIC,645328
EH R,AER,AERODYNAMICS,449450
EH R,AER,AERODYNE,27536
EH R,AER,AERONAUTIC,82670
EH R,AER,AERONAUTICAL,970791
EH R,AER,AERONAUTICS,1498200
EH R,AER,AEROSOL,2105024
EH R,AER,AEROSPACE,6769942
EH R,AER,AEROSTAT,17389
EH R,AIRE,AIREDALE,245784
EH R,AIR,AIRING,926397
EH R,AIR,AIRLINER,398739
EH R,AIR,AIRWORTHINESS,328299
EH R,AIR,AIRWORTHY,27348
EH R,AIR,AIRY,1237643
EH R,AIR,ANTIAIRCRAFT,72572
EH R,ARR,ARROGANCE,1089079
EH R,ARR,ARROGANT,1384122
EH R,ARR,ARROGANTLY,86604
EH R,AYRE,AYRE,113807
EH R,ER,ERA,16930615
EH R,ER,ERHARD,129669
EH R,ER,ERIC,26767316
EH R,ER,ERICA,2307054
EH R,ER,ERICH,1034970
EH R,ER,ERICSON,393084
EH R,ER,ERICSSON,23419855
EH R,ER,ERIK,5319084
EH R,ER,ERIKA,1471358
EH R,ER,ERIN,4235309
EH R,ER,ERITREA,4636273
EH R,ER,ERLANGER,201463
EH R,ER,ERSATZ,159432
EH R,ER,ERUDITE,235484
EH R,ER,ERUDITION,108974
EH R,ER,FERRERO,278498
EH R,ER,GUERRERO,927314
EH R,ER,HERRERA,1169586
EH R,ER,RIVIERA,3178598
EH R,ERE,ERE,1017200
EH R,ERE,RIVIERE,202556
EH R,ERR,ERR,4139438
EH R,ERR,ERRAND,346755
EH R,ERR,ERRANT,378618
EH R,ERR,ERRING,111781
EH R,ERR,ERROL,500449
EH R,ERR,ERRONEOUS,1763330
EH R,ERR,ERRONEOUSLY,557341
EH R,ERR,ERROR,89396475
EH R,ERR,SIERRA,15742544
EH R,EYRE,EYRE,816296
EH R,EYR,EYRIE,57520
EH R,HEIR,HEIR,1347595
EH R,EIR,PEREIRA,709810
AH N,ON,AARON,11698784
AH N,ON,ACCORDION,1220579
AH N,ON,ALBION,2348149
AH N,ON,ARON,635430
AH N,ON,BARON,3504549
AH N,ON,BYRON,4463413
AH N,ON,CAMERON,8064574
AH N,ON,CAMPION,382794
AH N,ON,CARRION,338853
AH N,ON,CATION,1824071
AH N,ON,CENTURION,892171
AH N,ON,CHAMELEON,1247136
AH N,ON,CHAMPION,14388928
AH N,ON,CHAMPIONSHIP,15559558
AH N,ON,CHARON,287067
AH N,ON,CHIRON,491643
AH N,ON,CLARION,3017281
AH N,ON,COLLODION,67949
AH N,ON,CRITERION,6145788
AH N,ON,DANDELION,536527
AH N,ON,DION,3100513
AH N,ON,GALLEON,232762
AH N,ON,GERONTOLOGIST,56285
AH N,ON,GERONTOLOGY,654400
AH N,ON,GIDEON,951296
AH N,ON,GIRON,53771
AH N,ON,GUYON,70825
AH N,ON,HALCYON,443548
AH N,ON,HERON,1576813
AH N,ON,HYPERION,954995
AH N,ON,IXION,38796
AH N,ON,LEONHARD,118673
AH N,ON,LION,11531749
AH N,ON,LIONHEART,275482
AH N,ON,LYON,4072136
AH N,ON,MARION,6889564
AH N,ON,MARRON,117396
AH N,ON,MCMAHON,1718982
AH N,ON,MICROPALEONTOLOGY,25057
AH N,ON,MITOCHONDRION,216838
AH N,ON,MYRON,667755
AH N,ON,NAPOLEON,3177380
AH N,ON,NICKELODEON,813928
AH N,ON,OBLIVION,1441405
AH N,ON,ORION,3538939
AH N,ON,PALEONTOLOGY,624763
AH N,ON,PEON,122953
AH N,ON,PERRON,174359
AH N,ON,RAYON,934490
AH N,ON,SCION,2245350
AH N,ON,SCORPION,1429532
AH N,ON,SHARON,11410497
AH N,ON,SIMEON,775459
AH N,ON,TORREON,67179
AH N,ON,ZION,2560270
AH N,AN,ABKHAZIAN,95160
AH N,AN,ACHAEAN,29646
AH N,AN,ADRIAN,5683331
AH N,AN,AEGEAN,806529
AH N,AN,AGRARIAN,611488
AH N,AN,AKKADIAN,87689
AH N,AN,ALBANIAN,3658803
AH N,AN,ALDEBARAN,46911
AH N,AN,ALGERIAN,784119
AH N,AN,ALGONQUIAN,55049
AH N,AN,AMAZONIAN,194947
AH N,AN,AMERINDIAN,110572
AH N,AN,AMPHIBIAN,569502
AH N,AN,ANATOLIAN,225939
AH N,AN,ANDEAN,670782
AH N,AN,APOLLONIAN,22989
AH N,AN,ARABIAN,2584206
AH N,AN,ARCADIAN,162274
AH N,AN,ARIAN,382565
AH N,AN,ARISTOTELIAN,181444
AH N,AN,ARMENIAN,2794097
AH N,AN,ARTHURIAN,330397
AH N,AN,ARYAN,584547
AH N,AN,ASSYRIAN,478056
AH N,AN,ATHENIAN,374916
AH N,AN,AUGUSTINIAN,101852
AH N,AN,AUSTRIAN,3814530
AH N,AN,AUTHORITARIAN,809504
AH N,AN,AVIAN,2877167
AH N,AN,BABYLONIAN,434774
AH N,AN,BAHAMIAN,361257
AH N,AN,BARBARIAN,1008628
AH N,AN,BAVARIAN,691623
AH N,AN,BOHEMIAN,2402466
AH N,AN,BOOLEAN,7991813
AH N,AN,BOSNIAN,1504285
AH N,AN,BOSTONIAN,278651
AH N,AN,BRIAN,30060564
AH N,AN,BROBDINGNAGIAN,27829
AH N,AN,BRYAN,8247764
AH N,AN,BULGARIAN,7056806
AH N,AN,BUOYANCY,635211
AH N,AN,BURAN,53977
AH N,AN,BURGUNDIAN,74363
AH N,AN,CALEDONIAN,509064
AH N,AN,CAMBODIAN,1336560
AH N,AN,CAMBRIAN,405207
AH N,AN,CANADIAN,56492789
AH N,AN,CARIBBEAN,21245213
AH N,AN,CAROLINGIAN,70048
AH N,AN,CAROLINIAN,76771
AH N,AN,CARTHAGINIAN,95545
AH N,AN,CASPIAN,1051493
AH N,AN,CATAMARAN,521463
AH N,AN,CENTENARIAN,31790
AH N,AN,CHARMIAN,53718
AH N,AN,CIRCADIAN,526142
AH N,AN,COLUMBIAN,856074
AH N,AN,COMEDIAN,1425171
AH N,AN,CORCORAN,833808
AH N,AN,CORINTHIAN,379578
AH N,AN,CUSTODIAN,1961690
AH N,AN,CYCLOPEAN,31556
AH N,AN,CYPRIAN,115114
AH N,AN,CZECHOSLOVAKIAN,166352
AH N,AN,DARWINIAN,395485
AH N,AN,DEVONIAN,218925
AH N,AN,DICKENSIAN,48692
AH N,AN,DIONYSIAN,46652
AH N,AN,DISCIPLINARIAN,60630
AH N,AN,DORIAN,836234
AH N,AN,DRACONIAN,370523
AH N,AN,ECUADOREAN,56826
AH N,AN,ECUADORIAN,446420
AH N,AN,EDWARDIAN,934207
AH N,AN,EGALITARIAN,347528
AH N,AN,EPICUREAN,197701
AH N,AN,EQUESTRIAN,3079864
AH N,AN,ESTONIAN,2506680
AH N,AN,ETHIOPIAN,1609503
AH N,AN,EUROPEAN,79665774
AH N,AN,EWAN,1126517
AH N,AN,FABIAN,952695
AH N,AN,FENIAN,47076
AH N,AN,FIJIAN,293819
AH N,AN,FLORIAN,911011
AH N,AN,FREUDIAN,258173
AH N,AN,GALILEAN,129437
AH N,AN,GARGANTUAN,197760
AH N,AN,GAUSSIAN,1956833
AH N,AN,GILLIAN,1589767
AH N,AN,GORDIAN,159007
AH N,AN,GORGONIAN,25962
AH N,AN,GOWAN,112945
AH N,AN,GREGORIAN,726486
AH N,AN,GUARANTEE,39603838
AH N,AN,GUARANTEED,28133582
AH N,AN,GUARANTEEING,806596
AH N,AN,GUARANTOR,620937
AH N,AN,GUARANTY,1090398
AH N,AN,GUARDIAN,16167871
AH N,AN,GUARDIANSHIP,893986
AH N,AN,HADRIAN,322543
AH N,AN,HANOVERIAN,71087
AH N,AN,HEGELIAN,83458
AH N,AN,HERCULEAN,119315
AH N,AN,HISTORIAN,2958034
AH N,AN,HONDURAN,528447
AH N,AN,HUMANITARIAN,5621464
AH N,AN,HUNGARIAN,7504915
AH N,AN,IAN,14812893
AH N,AN,IBERIAN,465567
AH N,AN,ILLYRIAN,30643
AH N,AN,INDIAN,54646045
AH N,AN,IRANIAN,4687887
AH N,AN,JACKSONIAN,58216
AH N,AN,JACOBEAN,109893
AH N,AN,JEFFERSONIAN,85050
AH N,AN,JOVIAN,180759
AH N,AN,KANTIAN,115993
AH N,AN,KARELIAN,60495
AH N,AN,KENTUCKIAN,27822
AH N,AN,KEYNESIAN,235893
AH N,AN,KOREAN,15184402
AH N,AN,LANCASTRIAN,28354
AH N,AN,LATVIAN,2072711
AH N,AN,LESBIAN,69734771
AH N,AN,LIBERTARIAN,2081230
AH N,AN,LIBRARIAN,5250166
AH N,AN,LIBYAN,1611446
AH N,AN,LILIAN,454216
AH N,AN,LILLIAN,1711216
AH N,AN,LITHUANIAN,2625728
AH N,AN,LUTHERAN,4053726
AH N,AN,MACCABEAN,18218
AH N,AN,MACHIAVELLIAN,105587
AH N,AN,MALAYAN,105377
AH N,AN,MAMMALIAN,1708141
AH N,AN,MARIAN,1947893
AH N,AN,MAXIMILIAN,357218
AH N,AN,MEDIAN,12384523
AH N,AN,MEDITERRANEAN,6908392
AH N,AN,MERIDIAN,3717338
AH N,AN,MESOPOTAMIAN,221254
AH N,AN,MINOAN,217338
AH N,AN,MISSISSIPPIAN,118071
AH N,AN,MOLDAVIAN,121636
AH N,AN,MONDRIAN,166897
AH N,AN,MONGOLIAN,1377751
AH N,AN,MORAVIAN,412190
AH N,AN,MYCENAEAN,64241
AH N,AN,NESTORIAN,34090
AH N,AN,NONSECTARIAN,77094
AH N,AN,NUBIAN,402318
AH N,AN,OBSIDIAN,674636
AH N,AN,OCTOGENARIAN,52561
AH N,AN,OLYMPIAN,661158
AH N,AN,OREGONIAN,350083
AH N,AN,OVARIAN,2360849
AH N,AN,PAEAN,79770
AH N,AN,PALESTINIAN,10409985
AH N,AN,PARAGUAYAN,118479
AH N,AN,PARLIAMENTARIAN,242048
AH N,AN,PEDESTRIAN,3434750
AH N,AN,PELAGIAN,20502
AH N,AN,PENNSYLVANIAN,120908
AH N,AN,PERMIAN,354494
AH N,AN,PHRYGIAN,45011
AH N,AN,PIRANDELLO,49375
AH N,AN,POMERANIAN,365004
AH N,AN,PRAETORIAN,190995
AH N,AN,PRECAMBRIAN,165302
AH N,AN,PRESBYTERIAN,3252804
AH N,AN,PROLETARIAN,223686
AH N,AN,PROTEAN,78983
AH N,AN,PROTOZOAN,237703
AH N,AN,PYTHAGOREAN,212726
AH N,AN,QUARANTINE,1553168
AH N,AN,ROMANIAN,4549258
AH N,AN,RUMANIAN,813941
AH N,AN,SAHARAN,1357514
AH N,AN,SALUTATORIAN,31502
AH N,AN,SAMOAN,788362
AH N,AN,SCANDINAVIAN,2364674
AH N,AN,SCYTHIAN,62161
AH N,AN,SECTARIAN,660133
AH N,AN,SEMINARIAN,76150
AH N,AN,SEPTUAGENARIAN,19431
AH N,AN,SERBIAN,2850762
AH N,AN,SHAKESPEAREAN,382939
AH N,AN,SIBERIAN,1928755
AH N,AN,SIMIAN,488490
AH N,AN,STYGIAN,48462
AH N,AN,SUBTERRANEAN,555068
AH N,AN,SYRIAN,3153914
AH N,AN,TASMANIAN,1158924
AH N,AN,TENNESSEAN,262315
AH N,AN,THEOLOGIAN,532469
AH N,AN,THESPIAN,100582
AH N,AN,TOTALITARIAN,593878
AH N,AN,TRUANCY,339715
AH N,AN,UKRAINIAN,4341516
AH N,AN,UNITARIAN,944278
AH N,AN,UNWARRANTED,542055
AH N,AN,URUGUAYAN,488650
AH N,AN,UTILITARIAN,447151
AH N,AN,UTOPIAN,649210
AH N,AN,VALEDICTORIAN,117861
AH N,AN,VALERIAN,352186
AH N,AN,VEGETARIAN,6084997
AH N,AN,VETERAN,8886185
AH N,AN,VICTORIAN,8705544
AH N,AN,VIVIAN,1676549
AH N,AN,WARRANTY,33921186
AH N,AN,WASHINGTONIAN,84529
AH N,AN,YUGOSLAVIAN,156545
AH N,AN,ZAMBIAN,506615
AH N,ENT,APPARENTLY,15815805
AH N,ENT,COHERENTLY,175798
AH N,ENT,CONCURRENTLY,1546489
AH N,ENT,CURRENTLY,89075990
AH N,ENT,FLUENTLY,306927
AH N,ENT,INCOHERENTLY,55990
AH N,ENT,INHERENTLY,1815659
AH N,ENT,OBEDIENTLY,177930
AH N,ENT,TRANSPARENTLY,493693
AH N,UN,ARUNDEL,981200
AH N,UN,BURUNDI,4988992
AH N,UN,CARBORUNDUM,70274
AH N,UN,CORUNDUM,67667
AH N,UN,OVERRUN,765007
AH N,UN,RERUN,763880
AH N,UN,UNBALANCE,103348
AH N,UN,UNBALANCED,869699
AH N,UN,UNBEARABLE,661692
AH N,UN,UNBEARABLY,107436
AH N,UN,UNBEATABLE,1432468
AH N,UN,UNBEATEN,497426
AH N,UN,UNBECOMING,143851
AH N,UN,UNBEKNOWN,31367
AH N,UN,UNBEKNOWNST,174240
AH N,UN,UNBELIEVABLE,2491299
AH N,UN,UNBELIEVING,117162
AH N,UN,UNBENDING,48771
AH N,UN,UNBIASED,4324253
AH N,UN,UNBLEMISHED,96278
AH N,UN,UNBOLTED,14171
AH N,UN,UNBORN,1110992
AH N,UN,UNBOUND,1461734
AH N,UN,UNBOUNDED,494813
AH N,UN,UNBOWED,36033
AH N,UN,UNBOX,36026
AH N,UN,UNBRANDED,1097415
AH N,UN,UNBREAKABLE,612944
AH N,UN,UNBRIDLED,326894
AH N,UN,UNBROKEN,624361
AH N,UN,UNBUILT,56159
AH N,UN,UNBUNDLED,394666
AH N,UN,UNBURDEN,24566
AH N,UN,UNBURNED,91797
AH N,UN,UNBUTTON,43015
AH N,UN,UNCALLED,121252
AH N,UN,UNCANNILY,62992
AH N,UN,UNCANNY,728621
AH N,UN,UNCARING,135458
AH N,UN,UNCEASING,96965
AH N,UN,UNCENSORED,1907883
AH N,UN,UNCEREMONIOUS,19661
AH N,UN,UNCEREMONIOUSLY,104166
AH N,UN,UNCERTAIN,3956957
AH N,UN,UNCERTAINTY,7193641
AH N,UN,UNCHALLENGED,257663
AH N,UN,UNCHANGED,3271637
AH N,UN,UNCHANGING,269239
AH N,UN,UNCHARACTERISTIC,103103
AH N,UN,UNCHARTED,313708
AH N,UN,UNCHARTERED,22527
AH N,UN,UNCHECKED,903033
AH N,UN,UNCIVIL,133122
AH N,UN,UNCIVILIZED,95227
AH N,UN,UNCLAIMED,1077291
AH N,UN,UNCLASSIFIED,2329160
AH N,UN,UNCLEAN,559843
AH N,UN,UNCLEAR,3350414
AH N,UN,UNCLUTTERED,186625
AH N,UN,UNCOLLECTABLE,17934
AH N,UN,UNCOLLECTED,143263
AH N,UN,UNCOLLECTIBLE,112484
AH N,UN,UNCOMFORTABLE,2989842
AH N,UN,UNCOMMITTED,196347
AH N,UN,UNCOMMON,2909018
AH N,UN,UNCOMMONLY,153489
AH N,UN,UNCOMPENSATED,158746
AH N,UN,UNCOMPETITIVE,81658
AH N,UN,UNCOMPLICATED,421558
AH N,UN,UNCOMPROMISING,494819
AH N,UN,UNCONCERN,24712
AH N,UN,UNCONCERNED,190716
AH N,UN,UNCONDITIONAL,1433458
AH N,UN,UNCONFINED,112318
AH N,UN,UNCONNECTED,305702
AH N,UN,UNCONSCIONABLE,226433
AH N,UN,UNCONSCIOUS,2126950
AH N,UN,UNCONSCIOUSLY,461028
AH N,UN,UNCONSCIOUSNESS,271970
AH N,UN,UNCONSOLIDATED,220855
AH N,UN,UNCONSTITUTIONAL,1514294
AH N,UN,UNCONSTRAINED,325452
AH N,UN,UNCONTAMINATED,118994
AH N,UN,UNCONTESTED,332437
AH N,UN,UNCONTRADICTED,30184
AH N,UN,UNCONTROLLABLE,473401
AH N,UN,UNCONTROLLED,1136988
AH N,UN,UNCONTROVERSIAL,70980
AH N,UN,UNCONVENTIONAL,953052
AH N,UN,UNCONVERTED,68387
AH N,UN,UNCONVINCED,141784
AH N,UN,UNCONVINCING,167332
AH N,UN,UNCOOPERATIVE,182453
AH N,UN,UNCOORDINATED,148329
AH N,UN,UNCORK,27944
AH N,UN,UNCORRECTED,437526
AH N,UN,UNCORROBORATED,57445
AH N,UN,UNCOUNTED,84302
AH N,UN,UNCOUPLE,19430
AH N,UN,UNCOUTH,101701
AH N,UN,UNCOVER,1607309
AH N,UN,UNCOVERED,2200137
AH N,UN,UNCRITICAL,137261
AH N,UN,UNCRITICALLY,92164
AH N,UN,UNCURED,38379
AH N,UN,UNCUT,3929056
AH N,UN,UNDAMAGED,318369
AH N,UN,UNDATED,926271
AH N,UN,UNDAUNTED,199885
AH N,UN,UNDECIDED,1071780
AH N,UN,UNDECLARED,871082
AH N,UN,UNDEFEATED,631537
AH N,UN,UNDEFINED,9295355
AH N,UN,UNDELIVERED,199324
AH N,UN,UNDEMOCRATIC,226277
AH N,UN,UNDENIABLE,570329
AH N,UN,UNDENIABLY,391387
AH N,UN,UNDER,313296421
AH N,UN,UNDERACHIEVER,48651
AH N,UN,UNDERAGE,1787414
AH N,UN,UNDERARM,244209
AH N,UN,UNDERBELLY,201451
AH N,UN,UNDERBRUSH,92017
AH N,UN,UNDERCAPITALIZED,28315
AH N,UN,UNDERCARRIAGE,133749
AH N,UN,UNDERCOAT,92222
AH N,UN,UNDERCOVER,1687786
AH N,UN,UNDERCURRENT,198210
AH N,UN,UNDERCUT,428775
AH N,UN,UNDERCUTTING,123225
AH N,UN,UNDERDEVELOPED,415457
AH N,UN,UNDERDEVELOPMENT,143491
AH N,UN,UNDERDOG,946153
AH N,UN,UNDERDOWN,20138
AH N,UN,UNDEREMPLOYED,139640
